0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,,19
1/1/2014,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,1:30:00,LAS AMERICAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8001000,,1
1/1/2014,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,6:30:00,REBOLO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,58,FEMENINO,CASADO,-,AMA DE CASA,-,PRIMARIA,8001000,,1
1/1/2014,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,0:05:00,LA PRADERA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO  EN CONTABILIDAD,TECNICO,8001000,,1
1/1/2014,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,20:17:00,MEQUEJO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8001000,,1
1/1/2014,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,20:17:00,MEQUEJO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,32,MASCULINO,CASADO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,8001000,,1
1/1/2014,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,1:04:00,CARRIZAL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,8001000,,1
1/1/2014,ATLÁNTICO,SOLEDAD,Miércoles,5:00:00,LOS ALMENDROS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,8758000,,1
1/1/2014,ATLÁNTICO,SOLEDAD,Miércoles,15:10:00,SAN VICENTE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,-,-,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,8758000,,1
1/1/2014,BOLÍVAR,CARTAGENA (CT),Miércoles,20:40:00,OLAYA HERRERA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,13001000,,1
1/1/2014,BOLÍVAR,CARTAGENA (CT),Miércoles,20:40:00,OLAYA HERRERA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,42,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,13001000,,1
1/1/2014,CALDAS,AGUADAS,Miércoles,7:30:00,VDA. ALTO DE LA MONTAÑA,RURAL,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,NO REPORTADA,SECUNDARIA,17013000,,1
1/1/2014,CALDAS,SUPÍA,Miércoles,6:30:00,B. EL LAGO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADA,SECUNDARIA,17777000,,1
1/1/2014,CAQUETÁ,FLORENCIA (CT),Miércoles,11:00:00,VIA TRONCAL DEL HACHA,RURAL,CARRETERA,CUERDA/SOGA/CADENA,A PIE,A PIE,31,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,18001000,,1
1/1/2014,CAQUETÁ,FLORENCIA (CT),Miércoles,2:20:00,SAN JUDAS,URBANA,PUENTE PEATONAL,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,-,INDEPENDIENTE,-,PRIMARIA,18001000,,1
1/1/2014,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Miércoles,2:16:00,EL JARDIN,URBANA,PUENTE PEATONAL,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,18753000,,1
1/1/2014,CAUCA,BALBOA,Miércoles,4:00:00,FATIMA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADA,PRIMARIA,19075000,,1
1/1/2014,CAUCA,EL TAMBO,Miércoles,4:00:00,VDA LA ALIANZA,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,52,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,NO REPORTADA,PRIMARIA,19256000,,1
1/1/2014,CAUCA,PATÍA,Miércoles,7:30:00,VDA LA MESA,RURAL,CARRETERA,CONTUNDENTES,A PIE,A PIE,59,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,19532000,,1
1/1/2014,CAUCA,POPAYÁN (CT),Miércoles,5:00:00,MARIA ORIENTE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,19001000,,1
1/1/2014,CAUCA,PUERTO TEJADA,Miércoles,4:40:00,EL GRANADA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,19573000,,1
1/1/2014,CAUCA,SANTANDER DE QUILICHAO,Miércoles,17:00:00,VDA EL TURCO,RURAL,CARRETERA,CONTUNDENTES,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,19698000,,1
1/1/2014,CESAR,CHIRIGUANÁ,Miércoles,1:10:00,VEREDA,RURAL,CARRETERA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,20178000,,1
1/1/2014,CESAR,LA PAZ,Miércoles,11:00:00,7 DE JULIO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,44,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20621000,,1
1/1/2014,CESAR,SAN ALBERTO,Miércoles,3:00:00,EL CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,20710000,,1
1/1/2014,CESAR,SAN MARTÍN,Miércoles,12:30:00,VEREDA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,CONDUCTOR VEHICULO,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,20770000,,1
1/1/2014,CESAR,VALLEDUPAR (CT),Miércoles,11:30:00,PESCAITO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,23,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,20001000,,1
1/1/2014,CESAR,VALLEDUPAR (CT),Miércoles,11:30:00,PESCAITO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,20001000,,1
1/1/2014,CESAR,VALLEDUPAR (CT),Miércoles,5:16:00,AMANECERES DEL VALLE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,-,20,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,20001000,,1
1/1/2014,CHOCÓ,ACANDÍ,Miércoles,5:30:00,CGTO. SAN FRANCISCO TRIGANA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,27006000,,1
1/1/2014,CÓRDOBA,MONTERÍA (CT),Miércoles,6:50:00,CANTACLARO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,48,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,23001000,,1
1/1/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,8:00:00,EL AMPARO E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
1/1/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,22:30:00,CIUDAD KENNEDY CENTRAL E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,-,63,MASCULINO,CASADO,COLOMBIA,PENSIONADO,-,SECUNDARIA,11001000,,1
1/1/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,23:00:00,LAS CRUCES E-3,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,DELINCUENCIA,-,SECUNDARIA,11001000,,1
1/1/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,10:30:00,VILLA NUEVA   E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
1/1/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,12:30:00,LOS PIJAOS E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
1/1/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,17:55:00,EL PARAISO E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,41,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
1/1/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,7:10:00,NUEVAS MALVINAS (EL TRIUNFO S.O) E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
1/1/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2:50:00,BELLAVISTA E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,,1
1/1/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2:35:00,EL PARAISO E-19,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,11001000,,1
1/1/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,9:55:00,BOSA NOVA E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
1/1/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,4:35:00,GRAN YOMASA E-5,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
1/1/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,10:17:00,NUEVA GLORIA E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,,1
1/1/2014,CUNDINAMARCA,FUNZA,Miércoles,0:00:00,CENTRO,URBANA,LOTE BALDIO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,PRIMARIA,25286000,,1
1/1/2014,CUNDINAMARCA,GUADUAS,Miércoles,11:25:00,TACUARA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,25320000,,1
1/1/2014,CUNDINAMARCA,PANDI,Miércoles,4:00:00,QUINTAS,RURAL,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,25524000,,1
1/1/2014,CUNDINAMARCA,SOACHA,Miércoles,8:00:00,LOS ROBLES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,25754000,,1
1/1/2014,CUNDINAMARCA,SOACHA,Miércoles,8:05:00,EL ARROYO,URBANA,NO DEFINIDO,CONTUNDENTES,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,25754000,,1
1/1/2014,HUILA,ACEVEDO,Miércoles,16:00:00,VEREDA BUENAVISTA,RURAL,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,41006000,,1
1/1/2014,HUILA,ALGECIRAS,Miércoles,23:30:00,SAN JUANITO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,41020000,,1
1/1/2014,HUILA,COLOMBIA,Miércoles,8:00:00,VEREDA SANTA ANA,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,53,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,41206000,,1
1/1/2014,HUILA,HOBO,Miércoles,23:00:00,CENTRO,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,41349000,,1
1/1/2014,HUILA,ISNOS,Miércoles,3:00:00,CENTRO,URBANA,BILLARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,13,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,41359000,,1
1/1/2014,HUILA,LA PLATA,Miércoles,6:30:00,VEREDA VILLA LOSADA,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,41396000,,1
1/1/2014,HUILA,PITALITO,Miércoles,4:30:00,VEREDA CONTADOR,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,41551000,,1
1/1/2014,HUILA,SUAZA,Miércoles,8:30:00,VEREDA EL TABLON,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,41770000,,1
1/1/2014,HUILA,TIMANÁ,Miércoles,2:00:00,VEREDA PAQUIES,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,41807000,,1
1/1/2014,NARIÑO,PASTO (CT),Miércoles,6:00:00,LA MINGA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,52001000,,1
1/1/2014,NARIÑO,SAN ANDRES DE TUMACO,Miércoles,18:20:00,ONCE DE NOVIEMBRE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,-,COLOMBIA,NO REPORTA,-,-,52835000,,1
1/1/2014,NORTE DE SANTANDER,TIBÚ,Miércoles,4:20:00,BARRIO LA ESPERANZA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,9,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,54810000,,1
1/1/2014,PUTUMAYO,MOCOA (CT),Miércoles,6:00:00,VDA. PUEBLO VIEJO,RURAL,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,86001000,,1
1/1/2014,PUTUMAYO,PUERTO CAICEDO,Miércoles,19:40:00,VDA. EL CEDRAL,RURAL,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,SECUNDARIA,86569000,,1
1/1/2014,PUTUMAYO,SAN MIGUEL,Miércoles,2:00:00,VDA. MONTERREY,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,86757000,,1
1/1/2014,PUTUMAYO,VILLAGARZÓN,Miércoles,5:30:00,EL PROGRESO,URBANA,PLAZAS DE MERCADO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,86885000,,1
1/1/2014,QUINDÍO,MONTENEGRO,Miércoles,15:24:00,LOS COMUNEROS,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,63470000,,1
1/1/2014,RISARALDA,DOSQUEBRADAS,Miércoles,1:00:00,LA SULTANA,URBANA,CANCHA DE FUTBOL,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,66170000,,1
1/1/2014,RISARALDA,MARSELLA,Miércoles,20:20:00,PARQUE PRINCIPAL,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,73,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,PRIMARIA,66440000,,1
1/1/2014,SANTANDER,BARRANCABERMEJA,Miércoles,12:50:00,NUEVA ESPERANZA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,68081000,,1
1/1/2014,SANTANDER,BUCARAMANGA (CT),Miércoles,1:00:00,VILLA ROSA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,68001000,,1
1/1/2014,SANTANDER,BUCARAMANGA (CT),Miércoles,15:05:00,BUENOS AIRES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,PASAJERO MOTOCICLETA,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,68001000,,1
1/1/2014,SANTANDER,EL CARMEN DE CHUCURÍ,Miércoles,5:30:00,VRDA EL 27,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,64,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,68235000,,1
1/1/2014,SANTANDER,EL PEÑÓN,Miércoles,9:00:00,VRDA  HONDURAS,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,68250000,,1
1/1/2014,TOLIMA,ANZOÁTEGUI,Miércoles,10:50:00,VRDA. SANTA HELENA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,73043000,,1
1/1/2014,TOLIMA,FRESNO,Miércoles,16:30:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,42,MASCULINO,SEPARADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,73283000,,1
1/1/2014,VALLE,ALCALÁ,Miércoles,20:00:00,LAS PALMAS,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76020000,,1
1/1/2014,VALLE,BUENAVENTURA,Miércoles,11:00:00,VEREDA DAGUA,RURAL,RIOS,ARMA DE FUEGO,A PIE,A PIE,48,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76109000,,1
