0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,,20
1/1/2013,ANTIOQUIA,MEDELLÍN (CT),Martes,21:08:00,CASTILLA C-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,5001000,,1
1/1/2013,ANTIOQUIA,MEDELLÍN (CT),Martes,8:47:00,VILLA TINA C-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,5001000,,1
1/1/2013,ANTIOQUIA,VALDIVIA,Martes,17:30:00,CARACOLI,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,5854000,,1
1/1/2013,ANTIOQUIA,VENECIA,Martes,7:30:00,PARQUE PRINCIPAL,URBANA,PARQUES,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5861000,,1
1/1/2013,ANTIOQUIA,YARUMAL,Martes,20:05:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,5887000,,1
1/1/2013,ATLÁNTICO,BARRANQUILLA (CT),Martes,9:00:00,NUEVA COLOMBIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8001000,,1
1/1/2013,ATLÁNTICO,BARRANQUILLA (CT),Martes,7:45:00,SAN ROQUE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADA,PRIMARIA,8001000,,1
1/1/2013,ATLÁNTICO,SOLEDAD,Martes,13:20:00,MANUELA BELTRAN,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADA,PRIMARIA,8758000,,1
1/1/2013,BOLÍVAR,CARTAGENA (CT),Martes,20:00:00,SAN FERNANDO,URBANA,CARCELES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,13001000,,1
1/1/2013,BOLÍVAR,CARTAGENA (CT),Martes,18:00:00,ESCALLON VILLA,URBANA,CLINICAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,13001000,,1
1/1/2013,BOLÍVAR,CARTAGENA (CT),Martes,6:30:00,EL POZON,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,13001000,,1
1/1/2013,BOYACÁ,SOGAMOSO,Martes,5:00:00,MANANTIAL,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,15759000,,1
1/1/2013,CALDAS,MANIZALES (CT),Martes,6:00:00,ARCOLINDA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADA,ANALFABETA,17001000,,1
1/1/2013,CALDAS,MANIZALES (CT),Martes,12:10:00,SAN SEBASTIAN,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,50,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADA,SECUNDARIA,17001000,,1
1/1/2013,CAQUETÁ,SOLITA,Martes,18:30:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,18785000,,1
1/1/2013,CASANARE,HATO COROZAL,Martes,1:30:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,85125000,,1
1/1/2013,CAUCA,JAMBALÓ,Martes,0:00:00,Vda El Maco,RURAL,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,19364000,,1
1/1/2013,CAUCA,MERCADERES,Martes,0:00:00,VDA LA RECTA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,19450000,,1
1/1/2013,CAUCA,POPAYÁN (CT),Martes,9:30:00,SAMUEL SILVERIO BUITRAGO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19001000,,1
1/1/2013,CAUCA,POPAYÁN (CT),Martes,5:00:00,SANTIAGO DE CALI,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19001000,,1
1/1/2013,CAUCA,POPAYÁN (CT),Martes,0:05:00,BELLO HORIZONTE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19001000,,1
1/1/2013,CAUCA,POPAYÁN (CT),Martes,18:10:00,LA ESMERALDA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,19001000,,1
1/1/2013,CAUCA,SUCRE,Martes,9:50:00,VDA LOS ALPES,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,SECUNDARIA,19785000,,1
1/1/2013,CESAR,VALLEDUPAR (CT),Martes,19:20:00,TOBIAS DAZA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,CASADO,COLOMBIA,PENSIONADO,-,SECUNDARIA,20001000,,1
1/1/2013,CHOCÓ,SAN JOSÉ DEL PALMAR,Martes,11:40:00,CGTO LA ITALIA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,NO REPORTADA,PRIMARIA,27660000,,1
1/1/2013,CÓRDOBA,SAHAGÚN,Martes,1:40:00,VEREDA LOS MANGUITOS,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,PRIMARIA,23660000,,1
1/1/2013,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,5:30:00,GUACAMAYAS I-II E-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
1/1/2013,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,11:45:00,LAS CRUCES E-3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,,1
1/1/2013,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,7:05:00,EL AMPARO E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,,1
1/1/2013,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,22:22:00,SANTA FE E-14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
1/1/2013,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,9:47:00,ALTO DE LA CRUZ E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,,1
1/1/2013,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2:08:00,SAN BERNARDO E-3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,11001000,,1
1/1/2013,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,5:58:00,EL PORVENIR E-7,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
1/1/2013,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,5:47:00,SAN ANTONIO E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,47,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
1/1/2013,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,17:02:00,GIRARDOT E-3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
1/1/2013,CUNDINAMARCA,SOACHA,Martes,1:30:00,SAN MATEO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO POLICIAL,POLICIAS,TECNICO,25754000,,1
1/1/2013,CUNDINAMARCA,SOACHA,Martes,12:30:00,LA FLORIDA I,URBANA,TIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,25754000,,1
1/1/2013,CUNDINAMARCA,SOACHA,Martes,4:30:00,LOS CRISTALES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,25754000,,1
1/1/2013,CUNDINAMARCA,SOACHA,Martes,4:30:00,LOS CRISTALES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,52,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,25754000,,1
1/1/2013,CUNDINAMARCA,SOACHA,Martes,15:45:00,TERRANOVA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,SEPARADO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,25754000,,1
1/1/2013,CUNDINAMARCA,SOACHA,Martes,6:15:00,LA FLORIDA I,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,25754000,,1
1/1/2013,GUAJIRA,MAICAO,Martes,17:26:00,LOS OLIVOS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,44430000,,1
1/1/2013,HUILA,NEIVA (CT),Martes,10:00:00,PANORAMA ETAPA I,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,41001000,,1
1/1/2013,HUILA,SAN AGUSTÍN,Martes,6:25:00,ULLUMBE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,41668000,,1
1/1/2013,HUILA,SUAZA,Martes,0:30:00,VEREDA EL VERGEL,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,41770000,,1
1/1/2013,HUILA,SUAZA,Martes,0:30:00,VEREDA EL VERGEL,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,41770000,,1
1/1/2013,HUILA,TARQUI,Martes,3:15:00,VEREDA RICA BRISA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,41791000,,1
1/1/2013,MAGDALENA,CIÉNAGA,Martes,4:50:00,POBLADO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,47189000,,1
1/1/2013,MAGDALENA,SANTA MARTA (CT),Martes,11:40:00,ONCE DE NOVIEMBRE,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,47001000,,1
1/1/2013,META,PUERTO GAITÁN,Martes,12:15:00,VEREDA SAN MIGUEL,RURAL,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,PRIMARIA,50568000,,1
1/1/2013,META,VILLAVICENCIO (CT),Martes,13:00:00,BRISAS DEL GUATIQUIA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,NO REPORTA,COLOMBIA,INDEPENDIENTE,-,NO REPORTADO,50001000,,1
1/1/2013,META,VILLAVICENCIO (CT),Martes,4:56:00,LAS DELICIAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,NO REPORTA,COLOMBIA,INDEPENDIENTE,-,NO REPORTADO,50001000,,1
1/1/2013,NARIÑO,EL TABLÓN DE GÓMEZ,Martes,9:00:00,CGTO LAS MESAS,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,CASADO,COLOMBIA,AGRICULTOR,-,PRIMARIA,52258000,,1
1/1/2013,NARIÑO,IPIALES,Martes,10:00:00,CENTENARIO,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,52356000,,1
1/1/2013,NARIÑO,PASTO (CT),Martes,23:00:00,POPULAR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,52001000,,1
1/1/2013,NARIÑO,PASTO (CT),Martes,4:00:00,POPULAR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,52001000,,1
1/1/2013,NARIÑO,PASTO (CT),Martes,1:20:00,SANTA FE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,52001000,,1
1/1/2013,NORTE DE SANTANDER,ABREGO,Martes,11:30:00,BELLO VALLE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,54003000,,1
1/1/2013,NORTE DE SANTANDER,CÚCUTA (CT),Martes,17:30:00,BARRIO BELEN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,54001000,,1
1/1/2013,NORTE DE SANTANDER,EL CARMEN,Martes,7:30:00,CALLE NUEVA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,72,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,54245000,,1
1/1/2013,PUTUMAYO,PUERTO ASÍS,Martes,0:40:00,LOS LAGOS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,86568000,,1
1/1/2013,PUTUMAYO,PUERTO GUZMÁN,Martes,17:15:00,VDA. MINAS DE YURILLA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,86571000,,1
1/1/2013,QUINDÍO,CALARCA,Martes,13:20:00,VDA.GUAYABETAL,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,PRIMARIA,63130000,,1
1/1/2013,RISARALDA,DOSQUEBRADAS,Martes,2:14:00,SAN FERNANDO C.12,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,66170000,,1
1/1/2013,RISARALDA,PEREIRA (CT),Martes,2:50:00,CENTRO CUBA V-1,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,66,MASCULINO,UNION LIBRE,COLOMBIA,PENSIONADO,-,SECUNDARIA,66001000,,1
1/1/2013,RISARALDA,PEREIRA (CT),Martes,7:50:00,CORREG. (PTO CALDAS),RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,66001000,,1
1/1/2013,SANTANDER,BUCARAMANGA (CT),Martes,3:00:00,VILLA ROSA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,68001000,,1
1/1/2013,SANTANDER,BUCARAMANGA (CT),Martes,5:00:00,TEJAR NORTE (SECTOR I ),URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,68001000,,1
1/1/2013,SANTANDER,EL PLAYÓN,Martes,4:30:00,BARRIO NUEVO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,44,MASCULINO,SEPARADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,68255000,,1
1/1/2013,SANTANDER,GIRÓN,Martes,4:30:00,5 DE ENERO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,68307000,,1
1/1/2013,TOLIMA,ESPINAL,Martes,23:40:00,RONDON,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,73268000,,1
1/1/2013,VALLE,BUENAVENTURA,Martes,15:40:00,CASCAJAL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,47,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADA,PRIMARIA,76109000,,1
1/1/2013,VALLE,BUENAVENTURA,Martes,13:55:00,CRISTOBAL COLON,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,DELINCUENCIA,NO REPORTADA,PRIMARIA,76109000,,1
1/1/2013,VALLE,CALI (CT),Martes,20:00:00,LEON XIII E11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,,1
1/1/2013,VALLE,CALI (CT),Martes,19:00:00,MOJICA E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76001000,,1
1/1/2013,VALLE,CALI (CT),Martes,6:30:00,MARIANO RAMOS E16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,45,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,,1
1/1/2013,VALLE,CALI (CT),Martes,6:00:00,TIERRA BLANCA E20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,15,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,,1
1/1/2013,VALLE,CALI (CT),Martes,5:00:00,ALTO NAPOLES E18,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO EJERCITO,-,SECUNDARIA,76001000,,1
1/1/2013,VALLE,CALI (CT),Martes,20:50:00,SILOE E20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,,1
1/1/2013,VALLE,CALI (CT),Martes,0:20:00,ALIRIO MORA BELTRAN E14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,,1
1/1/2013,VALLE,CALI (CT),Martes,6:40:00,UNION DE VIVIENDA POPULAR E16,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,,1
1/1/2013,VALLE,CALI (CT),Martes,14:20:00,AGUACATAL E1,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,,1
1/1/2013,VALLE,CALI (CT),Martes,3:10:00,EDUARDO SANTOS E12,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,,1
1/1/2013,VALLE,CALI (CT),Martes,6:55:00,EL POBLADO I E13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,,1
1/1/2013,VALLE,CALI (CT),Martes,13:58:00,EL PARAISO E12,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,,1
